Id,SalePrice
352,98465.76310130407
353,124600.4966631065
354,100288.3610291248
355,43910.466032765056
356,101492.51989624367
357,122859.79454717114
358,167561.73830150184
359,128518.90965085379
360,72196.67336278362
361,99197.62010708092
362,148066.79881863727
363,49053.431221930405
364,138239.4804521564
365,146220.09169461392
366,113553.76325911573
367,102377.52730854279
368,142189.75736946324
369,114645.48644593256
370,144022.78889987562
371,147097.0762129921
372,76933.49888769015
373,147150.6616212378
374,120434.79223166003
375,118674.23032152963
376,114207.05683996117
377,84531.2778765782
378,139192.42627634783
379,89121.53441431721
380,163984.60803532455
381,141923.46733695953
382,86229.53958537958
383,138208.1027216809
384,138867.1761412175
385,142302.01383141914
386,154882.7588341891
387,181915.27952079868
388,48467.03746327697
389,113888.38595123505
390,118113.87884402371
391,147115.2511749219
392,120609.20307783758
393,135872.29845166721
394,179001.19611717062
395,151148.0710634488
396,217668.67367793559
397,143067.89111753792
398,117383.59968906957
399,112937.87308195539
400,141581.60624361705
401,112081.63243526053
402,303116.65479106276
403,294536.1702443375
404,294536.1702443375
405,364696.1911292118
406,356581.2462435414
407,237396.03835594322
408,293808.0766576368
409,200182.1118594338
410,232732.87865442535
411,265957.0501373552
412,176863.16723791807
413,237742.2069478976
414,148744.07114269934
415,209353.2813900562
416,199742.94432240765
417,211712.11086120163
418,218550.91517516557
419,132861.2384338281
420,137863.41070016567
421,247982.082565742
422,240312.80786972315
423,190393.15415150786
424,206806.61201396282
425,255077.67426519873
426,295371.0334791778
427,205565.47771124932
428,277055.20419182087
429,170650.18288377434
430,128410.95311684038
431,128953.78626530539
432,101267.34912979828
433,138097.95004197795
434,136695.46215521873
435,131430.4091086915
436,122799.30612496703
437,115823.48254269164
438,113754.96593880079
439,164245.79045390748
440,148593.8412597239
441,176907.37899302435
442,143635.18149786902
443,205873.81272166877
444,158360.56206583887
445,196665.12572833835
446,180080.27140792157
447,198562.87400698243
448,102236.07997273536
449,131886.0690079236
450,117458.92202114085
451,210154.16212960292
452,299347.28552769
453,140985.3093187466
454,72415.8022203373
455,327182.829385305
456,60744.35519677511
457,231030.26479793107
458,139270.5031173436
459,172091.3223262018
460,136560.4200409106
461,436872.900007148
462,339335.2985491929
463,204413.38301338672
464,218116.05117628997
465,192180.65093841444
466,399567.4451485876
467,136232.61668274453
468,161031.17502631294
469,123287.26092170594
470,128100.23253771763
471,153458.30486434957
472,139884.34402319638
473,199641.65387115604
474,179058.88320532118
475,172869.7739160444
476,181046.02644839266
477,183071.71822221513
478,173071.0855726635
479,239455.26032978622
480,193431.2641857525
481,170513.02951748986
482,184473.35228209212
483,215256.97449679967
484,386031.4613744757
485,398398.33017925435
486,163823.84047288419
487,315422.00532473956
488,196930.8826382978
489,239036.91351370918
490,181771.072983979
491,248718.75461058406
492,206201.3855329359
493,171023.4106634465
494,176562.9278873037
495,131892.31530739958
496,299892.98150690994
497,157632.07273337638
498,298237.95310674986
499,132656.82732840214
500,119030.51317985143
501,121124.37958008595
502,94850.87173377907
503,103039.30231874151
504,112764.17012777751
505,145129.80762478086
506,147120.68992588265
507,280917.05847393145
508,438671.45251815725
509,404361.61519694823
510,449337.47524895234
511,440138.4848454576
512,365524.0172267198
513,257223.89516193786
514,326596.09866280505
515,461759.68843310274
516,270382.354109156
517,355782.47962133004
518,361815.8680249165
519,333336.0425128027
520,202970.01418435495
521,350365.96680134785
522,211541.67144991143
523,203409.79133847935
524,166980.13197802575
525,221030.043430877
526,207585.60578119295
527,182168.758020947
528,177494.40979616938
529,189716.79319595214
530,219306.30863275923
531,225391.72093943637
532,224876.01506653905
533,170544.75219244373
534,233229.57748161504
535,186463.250932387
536,250650.08883484924
537,313875.6790383059
538,352163.4905954012
539,270324.13189890445
540,314307.7443226784
541,267395.05415472906
542,238556.852727508
543,241075.7061159967
544,272903.3737787723
545,216801.98467104684
546,229364.1250299569
547,243965.9206200665
548,225901.3228106127
549,194664.1125099518
550,186240.91375759803
551,147269.18123588988
552,172674.87463563253
553,180805.6078844878
554,184054.97110063225
555,204910.75360054406
556,198551.66421020898
557,198608.81112080085
558,131951.92018866248
559,137109.85073839646
560,106735.90931715067
561,110576.76785466327
562,165231.13255238376
563,142634.95726729202
564,263738.1081459289
565,352640.0308957738
566,175248.25981682804
567,157447.08375421166
568,151198.4155727255
569,165023.92470144053
570,260827.724771296
571,235722.79007186973
572,250827.21734307252
573,255328.69732539527
574,171633.16185138244
575,221004.99979474212
576,196837.3229812289
577,199542.41351363817
578,313896.70332688966
579,219770.96009912467
580,317951.26115753956
581,268456.19842526526
582,206207.9775929055
583,166994.7733669404
584,170354.66339614094
585,208204.94174614767
586,140049.7469019308
587,144811.44485626114
588,139964.42854979212
589,133798.05531366382
590,174058.8848111387
591,109201.3554453107
592,126405.68489952278
593,146061.1651504132
594,90864.69550453752
595,161081.73726329746
596,142282.7968265915
597,122356.07434832407
598,211500.72478820736
599,127445.27356786
600,176321.2492656178
601,164176.41340528248
602,128992.39488606495
603,117305.75230576826
604,138400.69954105734
605,120598.24398847354
606,162912.09878801875
607,121663.9689147766
608,132131.4105154451
609,85042.25167576513
610,108545.55390344196
611,93366.04340035682
612,134257.89579885695
613,145145.98327803987
614,174334.29570545492
615,144030.40679583242
616,116799.67289038966
617,161148.9268627784
618,131877.59030740557
619,140413.19102661774
620,118554.68624806585
621,121818.67430330193
622,133190.99285879973
623,135992.01874805766
624,111083.77566444018
625,119507.23421552413
626,129525.92875719257
627,123170.48650371593
628,93473.10784157297
629,68824.58162995096
630,123242.25743918082
631,118270.79337883198
632,135972.98027442102
633,133776.93255027593
634,115784.35975112207
635,146384.646962313
636,76245.47125074995
637,88058.2913509374
638,138125.6680334298
639,53140.83571230243
640,73847.4369458925
641,112633.67644077819
642,123441.87799891384
643,100602.63704373596
644,138184.7379026766
645,129846.38051625859
646,65605.6415029643
647,196343.0087439046
648,114274.0075818342
649,108683.72594407029
650,133635.10983414232
651,151648.59019648551
652,146325.75932544697
653,117610.96594747275
654,120254.46982855545
655,162917.44125973957
656,119460.38383613952
657,149409.9815590486
658,129347.90463175505
659,111949.42106044892
660,119356.84233245271
661,85154.59705736794
662,118373.89868083976
663,91982.50903702228
664,173451.07381636108
665,131479.51450792866
666,159498.90161032722
667,144064.32501710503
668,126816.09261739693
669,106471.39275877386
670,135691.6594450138
671,142659.07420860528
672,115145.97329776587
673,120973.31171914226
674,119560.82658867167
675,95853.44036256446
676,80928.28111398686
677,113922.0545253982
678,134176.33139474798
679,149107.71072367387
680,144505.06300109634
681,145270.35461694386
682,129640.74035883976
683,149142.64553852382
684,131316.03297429436
685,145424.72935263577
686,177482.26620569636
687,142090.27341835306
688,137343.77932362075
689,150434.83157658894
690,227192.9760552029
691,108083.20158951079
692,189487.36721970662
693,155974.82835117783
694,107272.45821658637
695,134749.63088268056
696,264224.7952177254
697,234835.53100309768
698,233325.1625396101
699,200892.0618694499
700,172163.630152684
701,237769.22101255044
702,402388.8808020554
703,373671.8500133274
704,239111.4638793594
705,198167.01824312322
706,150514.91165641652
707,217813.7066050799
708,199627.02982701006
709,200154.60811857303
710,223050.95319437466
711,155843.19171814644
712,132276.4412785393
713,165603.46206909823
714,224179.61300293438
715,283059.81805632665
716,328810.21956217574
717,242589.7834956001
718,210430.48011691237
719,139208.35456327276
720,227441.62634851167
721,199920.00030456332
722,221520.23609454758
723,192121.4308313126
724,125114.35461861925
725,125350.71911331406
726,140556.42716058763
727,155455.85304264247
728,153833.40832146045
729,309738.2946522206
730,84411.57806542142
731,78022.25968292111
732,89084.35762711722
733,116420.72033179668
734,103452.77074924823
735,115684.87386423723
736,102621.20436322509
737,122919.45642509463
738,156400.8498586118
739,164169.10751763303
740,154407.73745372397
741,148778.09925760038
742,204914.47348607949
743,147669.22022727382
744,194173.68548640332
745,123053.1049328487
746,151001.55962320667
747,210901.4950067015
748,246719.3184087544
749,231209.77910523367
750,120056.67277952262
751,112394.17741663841
752,112805.594432039
753,104945.23285829576
754,127172.7602380473
755,103972.30152196146
756,161480.72771882225
757,77828.78339695027
758,84284.55871932402
759,80858.26329901484
760,78367.9942515582
761,321534.1913570622
762,295173.20505532034
763,303537.7007059675
764,216547.40036189632
765,114999.37420935946
766,206029.63009266154
767,180347.48990271494
768,260090.93031134925
769,237904.48376226032
770,139671.40118883623
771,208243.272732369
772,181408.85369552893
773,177781.8857807426
774,227041.25599221673
775,223675.08683580408
776,238277.08274667518
777,349289.5674193333
778,197481.84728296066
779,111418.83221204265
780,153898.61826651916
781,161617.52975076062
782,124817.44183292256
783,126059.50597140717
784,100122.72196740448
785,105991.28741243387
786,139454.18709621762
787,122388.78646951087
788,127246.8239616027
789,123066.1833088804
790,135055.21809449536
791,130878.91591788073
792,167177.54336150497
793,155954.82434567972
794,179181.58865531645
795,190021.05863839146
796,173827.90204159037
797,222133.60880927864
798,163598.76114055136
799,184058.29054948688
800,147783.88236312426
801,195544.14914793137
802,204523.54732370994
803,376487.9016396095
804,474118.2951311822
805,191184.32155241905
806,292183.3142516343
807,399163.06259099656
808,423795.4614091597
809,152349.4734484298
810,192321.48798457463
811,221644.10865708577
812,190743.6814815054
813,168716.39939070828
814,179212.00194726346
815,171494.27680033122
816,202944.5475440336
817,177995.47497860296
818,137920.867565325
819,130852.68742998833
820,113740.01711289443
821,167607.14725266118
822,180306.14426599743
823,108330.174561402
824,112119.07620189324
825,140051.95299334874
826,121900.17274516041
827,362337.5892840505
828,271846.52251462213
829,387730.14104456303
830,448226.1057252347
831,321606.7727896761
832,451830.46814884973
833,464099.1573274598
834,405258.7194472235
835,456739.16759206087
836,264886.311744965
837,339032.42333402607
838,336794.09765698935
839,384431.1699112048
840,326776.65956177557
841,298768.5866252855
842,244022.4462375268
843,232251.63047735847
844,229626.72390993248
845,188849.30237358704
846,188810.9355968524
847,191841.87552392372
848,219117.47993955185
849,268932.16333848744
850,211381.35854511344
851,196506.03521270741
852,180787.41817982
853,170461.02477865582
854,167582.26011603823
855,180091.6265128536
856,186026.33499568526
857,178802.43899796373
858,170848.02320130437
859,172508.13011839896
860,180382.71482759324
861,233269.7854637242
862,167257.5587595628
863,192679.22791963152
864,178915.13399468194
865,209662.4521857964
866,171299.20975059803
867,206612.31280621665
868,231161.5353297534
869,190807.3688468351
870,183519.71980106123
871,348822.3644866485
872,401820.75396283704
873,320250.8585229509
874,257915.7118934079
875,259901.85730086273
876,326050.374343345
877,200884.47562613167
878,271927.9390173627
879,219628.86792540722
880,404964.43366259715
881,223760.1488695971
882,217557.1759181144
883,227388.24615444156
884,205761.86182518798
885,220335.27237787668
886,218384.90694935404
887,202066.0426619312
888,239299.02381384524
889,195943.10766693074
890,311944.9613629028
891,261879.42225745696
892,248862.045899204
893,261065.98600543707
894,140063.71931435767
895,141001.19963352886
896,154115.58682009781
897,188840.56467355043
898,191452.19683947653
899,122496.94116630999
900,113624.43618127295
901,142614.08419518982
902,259497.63138187848
903,151838.2081664633
904,166850.6473477322
905,204354.55725812697
906,199064.20050316775
907,219290.73461398686
908,211370.48054545582
909,216188.7362503302
910,169939.14679456205
911,167358.68126746445
912,194859.97294631405
913,273801.40114856936
914,317592.22540666425
915,244721.9235749747
916,277317.9126870049
917,344803.8839700446
918,146523.3654215485
919,199836.49956857116
920,144726.58056104154
921,156812.98018499668
922,189492.0883202386
923,206661.3036652831
924,231722.86488461363
925,160883.5162439787
926,135231.94823649563
927,136291.67710825198
928,100048.65893648291
929,117975.93283633361
930,152345.76410075556
931,147375.63388552776
932,114386.38700891133
933,165602.3243299523
934,155099.75754447017
935,206032.27425958755
936,144366.71942969764
937,218562.29414618682
938,133845.75736864045
939,60002.27017646853
940,63333.34508659894
941,117351.87811990773
942,146601.1372384028
943,126657.06244296221
944,158208.20490935748
945,157297.95507703637
946,142806.00205458835
947,122858.80229709712
948,140627.7454530784
949,118715.18871046515
950,158147.19670908828
951,122058.75779431792
952,157344.7177275772
953,130603.30355572361
954,149073.20410954158
955,124090.38988331503
956,128364.62383647672
957,136452.95381700937
958,127966.11969806279
959,116391.0696345017
960,126062.28738051464
961,139560.58513200554
962,123984.96386215727
963,129095.57072173337
964,149155.20794271873
965,252355.3307299707
966,133562.36300268857
967,130977.34609587531
968,169049.1543717679
969,119689.33361683949
970,132455.79669834342
971,110063.97621775021
972,151731.7359434033
973,149914.9504862134
974,141214.7149366413
975,149968.928184268
976,119093.84599130123
977,107238.16645577806
978,129162.05557455933
979,114611.1769921065
980,114469.97737029535
981,92183.53522826513
982,100733.2261025289
983,124475.51351443926
984,118655.54404333993
985,71210.46473881693
986,145901.6375816962
987,196267.9745638091
988,131673.8084029235
989,102017.12744477532
990,150115.04865676508
991,127948.71878115664
992,192665.89714620772
993,92489.96682557596
994,134058.54637351615
995,119913.19191370279
996,141981.42537920922
997,137798.87830326238
998,135554.16911515317
999,112992.37715103659
1000,139686.255768579
1001,121137.44548899739
1002,135846.80919502288
1003,121195.0380571596
1004,187708.44078165904
1005,147929.32538383827
1006,117991.70210669788
1007,136358.92649374207
1008,77566.34442965013
1009,69362.59035218714
1010,187543.38511494032
1011,198308.3994970642
1012,150894.35352867254
1013,120924.47009538018
1014,87868.76990849008
1015,204451.15437050423
1016,106801.15857361186
1017,127004.2258526113
1018,139510.99373507345
1019,113763.73107632787
1020,158678.1275744886
1021,122313.16669861953
1022,131208.427296896
1023,112045.43139715663
1024,118213.11976457968
1025,133527.61885941704
1026,166269.13720692456
1027,195642.77570273465
1028,153114.46885677954
1029,152844.59149476423
1030,158761.75197127258
1031,91084.77077247943
1032,190386.42670727978
1033,154929.08874789372
1034,136639.501231205
1035,87786.64908633012
1036,227197.04106499793
1037,144685.69011710677
1038,111524.03237949553
1039,90775.15439405567
1040,122857.3821830422
1041,138211.5904245629
1042,143922.23870179986
1043,94718.61679497543
1044,169416.50857777856
1045,218439.09535079595
1046,258553.1736108618
1047,294213.4616928118
1048,255944.611412281
1049,222496.68865146657
1050,221564.09110242644
1051,171144.29882783387
1052,210645.38596427575
1053,221444.18377156873
1054,242883.25509749734
1055,151515.10630230876
1056,170427.79377083317
1057,145529.09953531652
1058,155699.66676856842
1059,240096.69773052764
1060,220599.98127850387
1061,189812.67214756188
1062,216643.8458921801
1063,121534.96362487736
1064,138846.00537370562
1065,150873.34490252525
1066,135066.83968475633
1067,116935.42988086032
1068,134938.25847873834
1069,139072.3005356653
1070,122296.04952812797
1071,261143.08351497643
1072,224737.9501237597
1073,198949.112142903
1074,225386.7840212277
1075,296043.81684592814
1076,239184.61420163763
1077,228591.78768260355
1078,182172.29173722505
1079,184381.1655738083
1080,176844.4079843152
1081,178484.23193297265
1082,159889.98091957057
1083,132338.22034266786
1084,121745.22939547602
1085,129847.91828759055
1086,127428.84897312066
1087,140496.4849096698
1088,149192.2362606695
1089,157233.250577745
1090,596305.42851119
1091,135514.16906202727
1092,128408.56452924236
1093,69680.92422980806
1094,102963.36155689448
1095,115129.42880724996
1096,99728.54961943899
1097,112399.16729007328
1098,153139.22071460803
1099,143218.5426524281
1100,161150.31107607792
1101,147374.73823253167
1102,140373.76796006106
1103,154205.5809534555
1104,210571.23383608647
1105,154591.16831417667
1106,186065.90509608344
1107,140718.34461954303
1108,206116.4854032821
1109,208234.44304498407
1110,113645.57180138564
1111,197713.2796527126
1112,144781.90184497536
1113,232041.2005319332
1114,263001.61921424296
1115,130890.10893776138
1116,130865.53507751985
1117,159105.17072680156
1118,92015.81220974741
1119,60911.554563505226
1120,124545.74355245505
1121,126837.92314393578
1122,118766.80880683771
1123,266085.7063272512
1124,168784.42079601056
1125,194100.16641069486
1126,227769.90812852123
1127,197240.7855871799
1128,137833.3462731319
1129,146948.3821014926
1130,195321.4878228397
1131,211451.83451418384
1132,203955.62055119674
1133,240957.83790164161
1134,174773.66844649313
1135,202561.7218175865
1136,297785.8329103699
1137,193818.82205257297
1138,279007.6763280966
1139,346966.0914036518
1140,185634.3111434688
1141,151534.3868100161
1142,79721.11757567608
1143,95476.70756059584
1144,97330.10416736662
1145,73435.91829013961
1146,155364.7290432482
1147,190594.72657437102
1148,202443.47097275665
1149,160490.39317338317
1150,114878.3238193956
1151,120070.62045373375
1152,156999.1789971168
1153,135339.87185480594
1154,129508.93931225325
1155,155504.7271561719
1156,142913.7938018032
1157,190554.71928706655
1158,241631.25886993617
1159,190264.2630020027
1160,183424.24400550712
1161,183314.19699302036
1162,187112.0376751537
1163,230999.26249607396
1164,296043.7130388743
1165,302995.53695696255
1166,177055.8434309598
1167,171507.73309744036
1168,469417.66044683935
1169,491669.9042630166
1170,355801.0537266221
1171,467037.97558845935
1172,428072.46873679734
1173,299887.22837500356
1174,417406.667328614
1175,157616.7826561093
1176,174945.91244891883
1177,187899.9472028971
1178,257993.78946266865
1179,186803.7192113526
1180,157075.94933470382
1181,101945.87314383546
1182,193072.92781649495
1183,98602.90966003
1184,117655.23380096276
1185,111778.27054848874
1186,94253.55043009564
1187,103012.52402493508
1188,140263.3963226301
1189,151669.83397956585
1190,133399.9737239256
1191,139284.9671698437
1192,405873.575941747
1193,259169.0720984123
1194,258103.9456385396
1195,417782.589101901
1196,306623.00656697014
1197,329493.7417978484
1198,288479.7623711175
1199,311839.9704116645
1200,350005.69461369305
1201,361050.6533302632
1202,390361.1286357826
1203,266889.31211290543
1204,266155.06586867437
1205,315878.11519562127
1206,265677.9426379379
1207,170240.87494323717
1208,180279.99537188053
1209,175154.55891727103
1210,276504.86736884684
1211,180504.8923506083
1212,191529.71055794583
1213,193013.64419529092
1214,195213.9698788126
1215,179363.73842406037
1216,189029.06041481413
1217,196014.15618860506
1218,255642.38733034773
1219,279579.1717625105
1220,274044.8484378619
1221,424230.5065639868
1222,319041.4112286346
1223,504242.34897836566
1224,323952.88485631935
1225,321166.11373472103
1226,246237.11552563318
1227,336366.87171889597
1228,209399.67177060497
1229,212701.00789794343
1230,448669.1686124314
1231,196647.86579304948
1232,141004.11921282363
1233,192607.0652284046
1234,142834.16559490442
1235,189228.42937056764
1236,178062.09130328734
1237,179044.03029379854
1238,193880.9884369823
1239,173787.79116118717
1240,158645.40530670955
1241,159743.1521933602
1242,113867.93037652913
1243,118015.62005335734
1244,132418.41545013423
1245,125664.28934566857
1246,121338.93562383016
1247,133895.4633027826
1248,139133.79373065504
1249,112285.52711517959
1250,128611.34295068099
1251,254024.56103568274
1252,407348.0636576159
1253,176891.71541530537
1254,150895.98603205828
1255,168972.91929934494
1256,149553.47151213684
1257,188927.2889829054
1258,215849.32433633477
1259,165830.7763017652
1260,174470.76858237406
1261,135669.9039345354
1262,160375.75847427986
1263,142576.44178788541
1264,134752.2775013989
1265,133546.2270237367
1266,151652.74671734925
1267,182519.0997739696
1268,166897.82714255486
1269,150354.23672216322
1270,146019.36076436428
1271,131104.5095205823
1272,135686.39559341906
1273,148563.35196393606
1274,152150.95329098555
1275,141221.54038058134
1276,142585.68248803672
1277,123996.20599028176
1278,126199.01619750237
1279,156269.6038987878
1280,135352.00455325848
1281,158524.52817315568
1282,159402.52036201436
1283,148577.616998566
1284,155215.71261579296
1285,139483.99307352744
1286,138323.87069449815
1287,135451.1787677961
1288,116274.05496166562
1289,130148.91277792484
1290,139090.70938098856
1291,136608.21550053134
1292,193300.1993998073
1293,142718.89329992287
1294,272133.56250190624
1295,120633.35946506532
1296,100717.14511359717
1297,66752.52240843995
1298,72869.46736645029
1299,152525.43082447705
1300,122704.2341738341
1301,144783.1702934341
1302,137348.06909275663
1303,174390.9370099577
1304,140318.98777353938
1305,272653.20459779067
1306,132503.44679818678
1307,91811.55709613011
1308,137810.19042391496
1309,135902.10147298794
1310,140683.98470378522
1311,118109.87521392299
1312,118940.05281245186
1313,154597.35791943318
1314,134663.52635454037
1315,107851.2834063907
1316,128930.26881814272
1317,135140.68252384843
1318,100153.19224526294
1319,110465.38989940008
1320,86404.28611448612
1321,99699.46479756567
1322,95271.64980370771
1323,107452.56225114815
1324,122562.15280800014
1325,134103.57471921775
1326,70153.07802551883
1327,122335.69142436843
1328,68158.54828624897
1329,171757.1490022848
1330,102874.5025611242
1331,119347.56875240176
1332,59942.71389585074
1333,177647.7280074279
1334,92213.57923516151
1335,128912.83864258147
1336,105479.20647331786
1337,202180.05423549842
1338,105924.97032528686
1339,118437.14582681295
1340,54712.65098006647
1341,106703.11615510585
1342,137441.02784997193
1343,163858.60288911386
1344,132992.19395835447
1345,102018.80526232305
1346,78707.01383703438
1347,150270.7418198606
1348,148085.9923763087
1349,138760.04976226253
1350,128278.70590459142
1351,159460.37167054508
1352,161154.33512700078
1353,166293.52590555514
1354,160093.85790082574
1355,103958.2096173694
1356,224547.49818134867
1357,162356.85274958797
1358,139244.4689915423
1359,168547.93336984536
1360,142556.59102364967
1361,111878.61936496613
1362,188754.18678021227
1363,314067.56964280293
1364,188817.34435047716
1365,143895.2045663167
